#,ML Number,Status,Address,City,Zip,Legal Subdivision Name,Subdivision/Condo Name,Heated Area,Current Price,Beds,Full Baths,Half Baths,Year Built,Pool,Property Style,Ownership,Tax,CDOM,ADOM,Days to Contract,Sold Terms,Close Date,LP / SqFt,SP/SqFt,SP / LP
4273,T3452744,SLD,1086 MANZANAR PL,WESLEY CHAPEL,33543,UNION PARK PH 6A 6B & 6C,,"2,057","$455,000 ",4,2,0,2020,Community,Single Family Residence,Fee Simple,"$6,039.00 ",103,103,140,FHA,2/26/2024,$221.20 ,$221.20 ,1
4274,T3455967,SLD,34201 SCARLET SAGE CT,WESLEY CHAPEL,33545,PASADENA POINT PHASE 1 PB 88 PG 29 BLOCK 11 LOT 3,,"2,470","$456,950 ",5,3,0,2023,None,Single Family Residence,Fee Simple,"$6,114.00 ",21,21,65,VA,11/30/2023,$186.01 ,$185 ,0.99
4275,T3452562,SLD,10058 SHORELINE VIEW WAY,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,045","$457,990 ",4,2,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,49,49,49,FHA,10/6/2023,$224.23 ,$223.96 ,1
4276,T3458699,SLD,27429 SORA BLVD,WESLEY CHAPEL,33544,QUAIL WOODS PH 01,,"2,418","$458,000 ",4,3,0,2007,None,Single Family Residence,Fee Simple,"$3,041.56 ",47,47,48,Conventional,9/28/2023,$196.40 ,$189.41 ,0.96
4277,T3452742,SLD,5046 SAN MARTINO DR,WESLEY CHAPEL,33543,ESTANCIA PH 4,,"2,048","$459,000 ",3,2,1,2023,Community,Townhouse,Fee Simple,"$2,056.96 ",6,6,6,FHA,7/25/2023,$227.05 ,$224.12 ,0.99
4278,J962104,SLD,5078 SAN MARTINO DR,WESLEY CHAPEL,33543,ESTANCIA,,"2,048","$459,045 ",3,2,1,2022,Community,Townhouse,Fee Simple,"$2,051.00 ",0,0,-375,VA,5/26/2023,$224.14 ,$224.14 ,1
4279,U8204185,SLD,27027 GREEN WILLOW RUN,WESLEY CHAPEL,33544,QUAIL HOLLOW PINES,,"2,528","$459,900 ",4,3,0,1998,None,Single Family Residence,Fee Simple,"$2,678.00 ",147,147,153,Conventional,12/13/2023,$181.92 ,$181.92 ,1
4280,T3457021,SLD,34192 SCARLET SAGE CT,WESLEY CHAPEL,33545,PASADENA POINT,,"2,471","$459,990 ",5,3,0,2023,None,Single Family Residence,Fee Simple,"$6,200.00 ",2,2,2,VA,11/20/2023,$186.16 ,$186.16 ,1
4281,T3455837,SLD,34217 SCARLET SAGE CT,WESLEY CHAPEL,33545,PASADENA POINT,,"2,471","$459,990 ",5,3,0,2023,None,Single Family Residence,Fee Simple,"$6,200.00 ",2,2,19,Conventional,11/20/2023,$188.18 ,$186.16 ,0.99
4282,T3451242,SLD,34187 SCARLET SAGE CT,WESLEY CHAPEL,33545,PASADENA POINT PHASE 1 PB 88 PG 29 BLOCK 11 LOT 5,,"2,470","$459,990 ",5,3,0,2024,None,Single Family Residence,Fee Simple,"$6,135.00 ",20,20,86,VA,12/6/2023,$186.53 ,$186.23 ,1
4283,T3450355,SLD,9277 FORGE BREEZE LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,447","$459,990 ",5,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,0,0,0,FHA,10/12/2023,$187.98 ,$187.98 ,1
4284,T3457791,SLD,26848 GREEN WILLOW RUN,WESLEY CHAPEL,33544,QUAIL HOLLOW PINES,,"2,400","$460,000 ",3,2,0,2005,None,Single Family Residence,Fee Simple,"$2,515.00 ",154,154,160,Conventional,2/20/2024,$208.33 ,$191.67 ,0.92
4285,T3451821,SLD,31249 TRIBOROUGH DR,WESLEY CHAPEL,33545,BRIDGEWATER,,"2,212","$460,000 ",5,2,1,2004,Private,Single Family Residence,Fee Simple,"$3,346.00 ",25,25,34,Cash,7/21/2023,$214.74 ,$207.96 ,0.97
4286,T3449941,SLD,9500 IBIS GROVE BLVD,WESLEY CHAPEL,33545,EPPERSON,,"2,019","$460,080 ",3,2,0,2023,None,Single Family Residence,Fee Simple,"$3,344.00 ",145,145,145,Cash,11/27/2023,$247.19 ,$227.88 ,0.92
4287,T3459554,SLD,7766 PEACE LILLY AVE,WESLEY CHAPEL,33545,PASADENA POINT,,"2,470","$460,740 ",5,3,0,2023,None,Single Family Residence,Fee Simple,"$6,352.00 ",0,0,4,Conventional,2/4/2024,$190.18 ,$186.53 ,0.98
4288,T3455829,SLD,34178 SCARLET SAGE CT,WESLEY CHAPEL,33545,PASADENA POINT PHASE 1 PB 88 PG 29 BLOCK 12 LOT 6,,"2,470","$462,450 ",5,3,0,2024,None,Single Family Residence,Fee Simple,"$6,239.00 ",0,0,0,FHA,12/22/2023,$187.23 ,$187.23 ,1
4289,T3457571,SLD,10043 SHORELINE VIEW WAY,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,045","$463,555 ",4,2,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,69,69,69,FHA,1/11/2024,$226.68 ,$226.68 ,1
4290,T3457369,SLD,33653 ELM HILL BR,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"2,045","$463,990 ",4,2,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,4,4,4,Conventional,1/6/2024,$226.89 ,$226.89 ,1
4291,T3451626,SLD,5399 LITTLE STREAM LN,WESLEY CHAPEL,33545,AVALON PARK WEST PRCL E PH 1,,"2,254","$465,000 ",3,2,1,2019,None,Single Family Residence,Fee Simple,"$5,905.23 ",15,15,15,FHA,8/4/2023,$208.52 ,$206.30 ,0.99
4292,A4573466,SLD,4655 GAROFALO RD,WESLEY CHAPEL,33545,ESPLANADE AT WIREGRASS RANCH,,"1,689","$466,520 ",2,2,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,110,110,110,Conventional,6/17/2024,$292.74 ,$276.21 ,0.94
4293,T3452929,SLD,27254 IRON GATE LN,WESLEY CHAPEL,33544,QUAIL HOLLOW PINES,,"1,489","$467,000 ",3,2,0,1988,None,Single Family Residence,Fee Simple,"$1,898.00 ",201,201,202,Conventional,2/7/2024,$321.63 ,$313.63 ,0.98
4294,J963197,SLD,31966 ASBURY AVE,WESLEY CHAPEL,33545,CHAPEL CROSSINGS,,"2,292","$467,460 ",4,2,1,2023,None,Single Family Residence,Fee Simple,"$2,238.56 ",0,0,-251,VA,6/28/2023,$203.95 ,$203.95 ,1
4295,T3458837,SLD,34429 WYNTHORNE PL,WESLEY CHAPEL,33545,WATERGRASS PRCL G-1,,"1,930","$467,500 ",4,2,0,2021,Community,Single Family Residence,Fee Simple,"$6,246.83 ",95,95,95,FHA,12/14/2023,$246.11 ,$242.23 ,0.98
4296,T3453059,SLD,1586 BERING RD,WESLEY CHAPEL,33543,UNION PARK PH 8A,,"2,007","$469,000 ",4,2,1,2020,None,Single Family Residence,Fee Simple,"$6,376.39 ",49,49,50,Conventional,8/31/2023,$234.18 ,$233.68 ,1
4297,T3452711,SLD,1447 MONTGOMERY BELL RD,WESLEY CHAPEL,33543,UNION PARK PH 4B & 4C,,"2,369","$470,000 ",4,2,1,2017,Community,Single Family Residence,Fee Simple,"$6,428.20 ",136,136,146,Conventional,12/8/2023,$200.46 ,$198.40 ,0.99
4298,A4572410,SLD,4619 GAROFALO RD,WESLEY CHAPEL,33545,ESPLANADE AT WIREGRASS RANCH,,"1,926","$470,000 ",3,2,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,221,221,221,Conventional,2/8/2024,$259.54 ,$244.03 ,0.94
4299,T3456577,SLD,7655 WALLFLOWER TRL,WESLEY CHAPEL,33545,PASADENA POINT,,"2,470","$470,240 ",5,3,0,2024,None,Single Family Residence,Fee Simple,"$6,322.00 ",16,16,114,VA,12/18/2023,$191.39 ,$190.38 ,0.99
4300,T3449897,SLD,32543 HARMONY OAKS DR,WESLEY CHAPEL,33545,NEW RIVER LAKES PH 01,,"2,046","$472,000 ",4,2,0,2017,Private,Single Family Residence,Fee Simple,"$5,652.00 ",1,1,2,Conventional,7/3/2023,$226.09 ,$230.69 ,1.02
4301,T3457614,SLD,5554 BROOKLET WOODS DR,WESLEY CHAPEL,33545,TWIN CREEKS AT CHAPEL CROSSINGS,,"2,230","$472,805 ",3,2,1,2023,Community,Townhouse,Fee Simple,"$7,000.00 ",46,46,46,FHA,11/28/2023,$212.02 ,$212.02 ,1
4302,T3456073,SLD,31135 PENNY SURF LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,605","$474,990 ",5,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,9,9,9,Conventional,2/2/2024,$182.34 ,$182.34 ,1
4303,T3456022,SLD,8349 ENDER HILLS DR,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,605","$474,990 ",5,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,0,0,0,Conventional,11/28/2023,$182.34 ,$182.34 ,1
4304,O6116774,SLD,31248 BRIDGEGATE DR,WESLEY CHAPEL,33545,BRIDGEWATER PH 01 & 02,,"2,300","$475,000 ",4,3,0,2005,None,Single Family Residence,Fee Simple,"$4,739.00 ",9,9,13,FHA,7/20/2023,$206.52 ,$206.52 ,1
4305,T3462174,SLD,5584 BROOKLET WOODS DR,WESLEY CHAPEL,33545,TWIN CREEKS AT CHAPEL CROSSINGS,,"2,230","$475,672 ",3,2,1,2023,Community,Townhouse,Fee Simple,"$7,000.00 ",23,23,23,Conventional,10/27/2023,$213.31 ,$213.31 ,1
4306,U8206580,SLD,7812 TUSCAN BAY CIR,WESLEY CHAPEL,33545,EPPERSON RANCH SOUTH PH 1,,"2,260","$479,900 ",4,2,1,2017,Community,Single Family Residence,Fee Simple,"$5,620.58 ",88,88,88,FHA,11/2/2023,$212.35 ,$212.35 ,1
4307,T3457556,SLD,9809 CRESCENT RAY DR,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,605","$479,990 ",5,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,5,5,5,VA,2/23/2024,$184.26 ,$184.26 ,1
4308,T3460029,SLD,4342 YANS CT,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT B PH 01,,"2,341","$480,000 ",3,2,1,2006,Community,Single Family Residence,Fee Simple,"$5,160.96 ",14,14,19,VA,9/8/2023,$209.27 ,$205.04 ,0.98
4309,T3450745,SLD,6702 SPARKLING WAY,WESLEY CHAPEL,33545,OAK CREEK PH 01,,"2,766","$480,000 ",4,3,0,2006,Community,Single Family Residence,Fee Simple,"$3,037.80 ",1,1,3,Conventional,8/1/2023,$177.15 ,$173.54 ,0.98
4310,T3453914,SLD,33544 HAMILTON HILL LN,WESLEY CHAPEL,33545,WESTGATE,,"2,375","$481,990 ",4,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,0,0,0,Cash,6/24/2023,$202.94 ,$202.94 ,1
4311,T3457651,SLD,1355 FORT COBB TER,WESLEY CHAPEL,33543,UNION PARK PH 5C & 5D,,"2,334","$484,699 ",4,2,1,2018,Community,Single Family Residence,Fee Simple,"$5,563.00 ",28,28,30,Conventional,9/5/2023,$205.61 ,$207.67 ,1.01
4312,U8208197,SLD,25924 RISEN STAR DR,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGES 27A & 31,,"2,565","$485,000 ",4,3,0,2003,Community,Single Family Residence,Fee Simple,"$4,190.08 ",40,40,89,FHA,11/17/2023,$189.08 ,$189.08 ,1
4313,T3453685,SLD,5416 LITTLE STREAM LN,WESLEY CHAPEL,33545,AVALON PARK,,"2,254","$485,000 ",4,2,1,2019,Community,Single Family Residence,Fee Simple,"$5,647.31 ",8,8,17,Conventional,8/3/2023,$215.17 ,$215.17 ,1
4314,L4938294,SLD,31604 BEARDED OAK DR,WESLEY CHAPEL,33543,MEADOW POINTE 03 PRCL DD & Y,,"2,290","$486,000 ",4,3,0,2008,None,Single Family Residence,Fee Simple,"$7,029.19 ",96,96,96,FHA,11/30/2023,$207.38 ,$212.23 ,1.02
4315,T3462230,SLD,1122 NASHVILLE DR,WESLEY CHAPEL,33544,BELLE CHASE,,"2,634","$486,500 ",4,3,1,2005,None,Single Family Residence,Fee Simple,"$2,344.72 ",6,6,6,Cash,9/7/2023,$189.82 ,$184.70 ,0.97
4316,T3449038,SLD,9720 CRESCENT RAY DR,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,605","$486,990 ",5,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,3,3,3,Conventional,11/20/2023,$186.94 ,$186.94 ,1
4317,T3452853,SLD,1692 TALLULAH TER,WESLEY CHAPEL,33543,UNION PARK,,"2,284","$488,000 ",4,2,1,2014,Community,Single Family Residence,Fee Simple,"$6,155.00 ",5,5,5,Conventional,7/28/2023,$216.73 ,$213.66 ,0.99
4318,T3449025,SLD,8717 HARDY BAY LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,045","$488,990 ",4,2,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,50,50,50,FHA,10/18/2023,$239.11 ,$239.11 ,1
4319,T3460849,SLD,5753 RIVA RIDGE DR,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGES 18 19 & 20,,"2,184","$489,000 ",4,3,0,2004,"Private, Community",Single Family Residence,Fee Simple,"$6,437.00 ",4,4,6,FHA,9/14/2023,$223.90 ,$223.90 ,1
4320,T3460285,SLD,4710 BUTLER NATIONAL DR,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT E PH 01,,"2,500","$489,900 ",4,3,0,2017,Community,Single Family Residence,Fee Simple,$188.00 ,179,131,152,Conventional,2/6/2024,$195.96 ,$195.96 ,1
4321,W7855951,SLD,28642 TRANQUIL LAKE CIR,WESLEY CHAPEL,33543,ARBORS/WIREGRASS RANCH,,"2,144","$490,000 ",3,2,1,2016,Community,Single Family Residence,Fee Simple,"$5,347.28 ",128,29,29,Conventional,8/21/2023,$237.87 ,$228.54 ,0.96
4322,T3453884,SLD,1764 TALLULAH TER,WESLEY CHAPEL,33543,UNION PARK PH 1B,,"2,107","$490,000 ",4,2,0,2015,Community,Single Family Residence,Fee Simple,"$5,951.00 ",21,21,48,Cash,8/10/2023,$234.93 ,$232.56 ,0.99
4323,T3456062,SLD,9728 CRESCENT RAY DR,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,605","$492,990 ",5,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,0,0,0,Conventional,12/2/2023,$189.25 ,$189.25 ,1
4324,T3452042,SLD,32154 CONCHSHELL SAIL ST,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,372","$492,990 ",4,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,96,96,113,FHA,11/15/2023,$207.84 ,$207.84 ,1
4325,T3453942,SLD,10051 SHORELINE VIEW WAY,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,756","$494,490 ",4,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,96,96,96,Conventional,12/6/2023,$179.60 ,$179.42 ,1
4326,T3451384,SLD,31301 CHATTERLY DR,WESLEY CHAPEL,33543,MEADOW POINTE 03 PH 01 UNIT 1D/1E,,"2,206","$497,000 ",3,2,0,2004,"Private, Community",Single Family Residence,Fee Simple,"$4,508.00 ",1,1,1,Conventional,7/7/2023,$221.67 ,$225.29 ,1.02
4327,J963268,SLD,7429 NOTCHED PINE BND,WESLEY CHAPEL,33545,WHISPERING OAKS PRESERVE,,"2,600","$498,900 ",3,3,1,2023,None,Single Family Residence,Fee Simple,$716.00 ,0,0,-222,Conventional,6/28/2023,$191.88 ,$191.88 ,1
4328,T3449606,SLD,27720 KIRKWOOD CIR,WESLEY CHAPEL,33544,SEVEN OAKS PARCELS S-16 & S-17A,,"2,397","$499,000 ",4,3,0,2003,Community,Single Family Residence,Fee Simple,"$7,371.00 ",20,20,21,Conventional,7/21/2023,$216.94 ,$208.18 ,0.96
4329,T3455463,SLD,7166 HERON WALK LN,WESLEY CHAPEL,33545,WATERGRASS PRCL E-3,,"1,908","$500,000 ",4,2,0,2022,Community,Single Family Residence,Fee Simple,"$2,952.66 ",29,29,29,FHA,9/12/2023,$265.99 ,$262.05 ,0.99
4330,J963105,SLD,31810 ASBURY AVENUE,WESLEY CHAPEL,33545,CHAPEL XINGS PCLS G1 & G2,,"2,615","$500,100 ",4,2,1,2022,None,Single Family Residence,Fee Simple,"$2,211.70 ",0,0,-151,Conventional,6/14/2023,$191.24 ,$191.24 ,1
4331,J962850,SLD,33139 SYCAMORE LEAF DR,WESLEY CHAPEL,33545,WHISPERING OAKS PRESERVE,,"2,313","$500,811 ",4,3,0,2023,None,Single Family Residence,Fee Simple,$339.48 ,0,0,-299,Conventional,6/8/2023,$216.52 ,$216.52 ,1
4332,T3461560,SLD,7639 WALLFLOWER TRL,WESLEY CHAPEL,33545,PASADENA POINT,,"3,011","$502,450 ",5,3,0,2024,None,Single Family Residence,Fee Simple,"$6,707.00 ",11,11,96,VA,2/16/2024,$166.87 ,$166.87 ,1
4333,T3461123,SLD,4644 ROLLING GREENE DR,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT C PH 01,,"2,311","$505,000 ",3,3,0,2018,Community,Single Family Residence,Fee Simple,"$5,888.27 ",12,12,12,Cash,9/6/2023,$220.64 ,$218.52 ,0.99
4334,T3457313,SLD,2404 AMBERSIDE WAY,WESLEY CHAPEL,33544,SEVEN OAKS PARCELS S-16 & S-17A,,"2,083","$505,000 ",4,2,0,2002,Community,Single Family Residence,Fee Simple,"$6,304.72 ",3,3,4,Cash,7/24/2023,$228.04 ,$242.44 ,1.06
4335,T3449912,SLD,29033 RIVERGATE RUN,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 06,,"2,290","$507,000 ",4,3,1,1994,Private,Single Family Residence,Fee Simple,"$3,431.35 ",5,5,5,VA,7/10/2023,$229.21 ,$221.40 ,0.97
4336,T3453890,SLD,4309 WATERVILLE AVE,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT F PH 01,,"2,400","$510,000 ",3,2,1,2006,Community,Single Family Residence,Fee Simple,"$4,118.13 ",3,3,3,Conventional,8/18/2023,$208.33 ,$212.50 ,1.02
4337,T3451278,SLD,31396 TANSY BND,WESLEY CHAPEL,33545,EPPERSON SOUTH (GATED),,"2,057","$510,000 ",4,2,0,2019,"Private, Community",Single Family Residence,Fee Simple,"$3,218.00 ",57,57,57,VA,8/25/2023,$249.39 ,$247.93 ,0.99
4338,A4572408,SLD,4618 GAROFALO RD,WESLEY CHAPEL,33545,ESPLANADE AT WIREGRASS RANCH,,"1,926","$511,663 ",3,2,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,20,20,20,Cash,1/16/2024,$276.27 ,$265.66 ,0.96
4339,A4572435,SLD,4630 GAROFALO RD,WESLEY CHAPEL,33545,ESPLANADE AT WIREGRASS RANCH,,"1,926","$513,835 ",3,2,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,66,66,66,Cash,12/27/2023,$270.94 ,$266.79 ,0.98
4340,T3453402,SLD,10019 SHORELINE VIEW WAY,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,934","$514,990 ",5,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,75,75,165,FHA,1/22/2024,$175.52 ,$175.52 ,1
4341,T3457484,SLD,5303 THISTLE FIELD CT,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"2,756","$516,535 ",4,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,26,26,26,Conventional,1/19/2024,$186.96 ,$187.42 ,1
4342,T3449028,SLD,8729 HARDY BAY LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,756","$518,055 ",4,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,55,55,56,Conventional,10/16/2023,$187.97 ,$187.97 ,1
4343,A4575892,SLD,4592 GAROFALO RD,WESLEY CHAPEL,33545,ESPLANADE AT WIREGRASS RANCH,,"1,926","$519,000 ",3,2,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,13,13,13,Conventional,8/22/2023,$274.62 ,$269.47 ,0.98
4344,T3453397,SLD,32131 CONCHSHELL SAIL ST,WESLEY CHAPEL,33545,EPPERSON RANCH,,"3,313","$519,990 ",4,3,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,73,73,184,Conventional,1/31/2024,$156.95 ,$156.95 ,1
4345,T3453857,SLD,33520 HAMILTON HILL LN,WESLEY CHAPEL,33545,WESTGATE,,"2,537","$520,120 ",4,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,0,0,0,Conventional,6/20/2023,$205.01 ,$205.01 ,1
4346,T3456634,SLD,28697 HILLCREST VALLEY,WESLEY CHAPEL,33543,PERSIMMON PARK,,"2,014","$524,990 ",3,2,0,2023,None,Single Family Residence,Fee Simple,"$1,328.00 ",278,278,280,VA,4/29/2024,$260.67 ,$260.67 ,1
4347,T3454492,SLD,34417 WYNTHORNE PL,WESLEY CHAPEL,33545,WATERGRASS PRCL G-1,,"2,192","$525,000 ",4,3,0,2021,None,Single Family Residence,Fee Simple,"$6,852.00 ",22,11,11,VA,7/28/2023,$239.51 ,$239.51 ,1
4348,J963637,SLD,33765 ASTORIA CIR,WESLEY CHAPEL,33545,WATERGRASS,,"2,055","$527,050 ",3,2,0,2022,None,Single Family Residence,Fee Simple,"$3,256.00 ",0,0,-363,Conventional,6/28/2023,$256.47 ,$256.47 ,1
4349,T3453841,SLD,33592 HAMILTON HILL LN,WESLEY CHAPEL,33545,WESTGATE,,"2,794","$527,620 ",4,3,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,0,0,0,Conventional,6/26/2023,$188.84 ,$188.84 ,1
4350,T3459842,SLD,8657 HARDY BAY LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,045","$528,845 ",4,2,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,0,0,0,Cash,12/2/2023,$258.60 ,$258.60 ,1
4351,U8202614,SLD,8177 ABBY BROOKS CIR,WESLEY CHAPEL,33545,EPPERSON RANCH PHASE 5-1 PB 80 PG 139 BLOCK 6 LOT,,"2,161","$529,000 ",4,2,0,2020,Community,Single Family Residence,Fee Simple,"$6,447.00 ",75,75,75,Conventional,9/26/2023,$242.94 ,$244.79 ,1.01
4352,T3459859,SLD,10035 SHORELINE VIEW WAY,WESLEY CHAPEL,33545,EPPERSON RANCH,,"3,313","$529,910 ",4,3,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,0,0,0,Conventional,12/22/2023,$159.95 ,$159.95 ,1
4353,T3449467,SLD,6649 SPARKLING WAY,WESLEY CHAPEL,33545,OAK CRK PH 01,,"2,533","$530,000 ",4,3,0,2006,Private,Single Family Residence,Fee Simple,"$4,796.15 ",6,6,6,VA,7/17/2023,$207.26 ,$209.24 ,1.01
4354,T3453838,SLD,33616 HAMILTON HILL LN,WESLEY CHAPEL,33545,WESTGATE,,"2,794","$530,755 ",4,3,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,0,0,0,VA,7/28/2023,$189.96 ,$189.96 ,1
4355,T3457486,SLD,5295 THISTLE FIELD CT,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"2,934","$531,560 ",5,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,51,51,51,Conventional,1/19/2024,$181.17 ,$181.17 ,1
4356,T3454527,SLD,8693 HARDY BAY LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,756","$532,490 ",4,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,12,12,13,Conventional,10/30/2023,$193.21 ,$193.21 ,1
4357,T3457487,SLD,33645 ELM HILL BR,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"3,313","$532,650 ",4,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,64,64,64,VA,1/26/2024,$160.78 ,$160.78 ,1
4358,J962974,SLD,8834 DRUMMER PLANK DR,WESLEY CHAPEL,33545,EPPERSON NORTH VILLAGE D-1,,"2,479","$533,693 ",3,2,1,2022,None,Single Family Residence,Fee Simple,"$3,759.00 ",0,0,-627,Conventional,6/22/2023,$215.29 ,$215.29 ,1
4359,T3453751,SLD,33556 HAMILTON HILL LN,WESLEY CHAPEL,33545,WESTGATE,,"2,794","$538,755 ",4,3,1,2023,Community,Single Family Residence,Fee Simple,$0.00 ,0,0,0,Conventional,6/19/2023,$192.83 ,$192.83 ,1
4360,J964335,SLD,9260 CRESCENT RAY DR,WESLEY CHAPEL,33545,EPPERSON NORTH VILLIAGE,,"2,892","$539,080 ",4,3,1,2023,None,Single Family Residence,Fee Simple,$0.00 ,0,0,0,FHA,7/26/2023,$186.40 ,$186.40 ,1
4361,T3456803,SLD,4025 WATERVILLE AVE,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT F PH 02,,"3,073","$540,000 ",5,3,0,2007,Community,Single Family Residence,Fee Simple,"$6,122.37 ",174,174,201,Conventional,3/4/2024,$178.65 ,$175.72 ,0.98
4362,T3453572,SLD,32054 GARDEN ALCOVE LOOP,WESLEY CHAPEL,33545,WATERGRASS PARCEL B-1,,"2,827","$540,000 ",4,2,1,2011,Community,Single Family Residence,Fee Simple,"$5,576.31 ",108,108,137,Cash,11/27/2023,$203.40 ,$191.02 ,0.94
4363,T3461040,SLD,7559 SWEETER TIDE TRL,WESLEY CHAPEL,33545,EPPERSON RANCH SOUTH (GATED),,"3,292","$545,000 ",4,2,1,2019,Community,Single Family Residence,Fee Simple,"$4,903.00 ",3,3,3,Cash,8/10/2023,$165.55 ,$165.55 ,1
4364,J962676,SLD,33512 HAMILTON HILL LN,WESLEY CHAPEL,33545,AVALON PARK WEST,,"2,794","$545,250 ",4,3,1,2023,Community,Single Family Residence,Fee Simple,"$2,105.25 ",0,0,-252,Conventional,6/15/2023,$195.15 ,$195.15 ,1
4365,J961885,SLD,5815 NEWBERRY PINES AVE,WESLEY CHAPEL,33543,CHAPEL CROSSINGS,,"3,316","$548,900 ",5,3,0,2023,None,Single Family Residence,Fee Simple,$0.00 ,0,0,-31,Conventional,6/30/2023,$165.53 ,$165.53 ,1
4366,T3459888,SLD,33676 HAMILTON HILL LN,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"2,794","$548,990 ",4,3,1,2024,Community,Single Family Residence,Fee Simple,$0.00 ,5,5,5,Cash,12/27/2023,$195.95 ,$196.49 ,1
4367,T3450277,SLD,4353 BARLETTA CT,WESLEY CHAPEL,33543,ESTANCIA PH 2A,,"1,861","$549,000 ",2,2,0,2020,Community,Villa,Fee Simple,"$5,081.77 ",8,8,11,Cash,7/26/2023,$295.00 ,$295 ,1
4368,T3457575,SLD,8681 HARDY BAY LOOP,WESLEY CHAPEL,33545,EPPERSON RANCH,,"2,934","$549,910 ",5,3,0,2023,Community,Single Family Residence,Fee Simple,$0.00 ,16,16,16,VA,10/31/2023,$187.43 ,$187.43 ,1
4369,T3460412,SLD,7136 HUMBER CIR,WESLEY CHAPEL,33545,BRIDGEWATER PH 01 & 02,,"2,998","$550,000 ",6,3,0,2006,None,Single Family Residence,Fee Simple,"$7,111.79 ",50,50,50,Conventional,10/16/2023,$183.45 ,$183.46 ,1
4370,T3457446,SLD,31685 SUN KETTLE LOOP,WESLEY CHAPEL,33545,EPPERSON,,"3,326","$552,000 ",6,3,0,2022,Community,Single Family Residence,Fee Simple,"$2,887.00 ",5,5,5,Cash,7/31/2023,$177.36 ,$165.97 ,0.94
4371,J963715,SLD,33151 SYCAMORE LEAF DR,WESLEY CHAPEL,33545,WHISPERING OAKS PRESERVE,,"2,726","$552,030 ",4,3,0,2023,None,Single Family Residence,Fee Simple,$354.00 ,0,0,-236,VA,7/12/2023,$202.51 ,$202.51 ,1
